id,tsne_dim1,tsne_dim2
sample_53,11.3116181726498,14.8106465086134
sample_54,2.64537225803514,14.2892285605418
sample_55,2.26587845199785,15.3561995864295
sample_56,-0.242944802287567,18.7265348661899
sample_57,3.85867747814177,13.8203271785083
sample_58,10.216610681321,11.5362620009755
sample_59,3.90346717360405,12.4083570937825
sample_60,-16.2032006640681,-0.348364380604801
sample_61,3.62080450568854,18.364237395769
sample_62,3.15503922622343,19.2097722750937
sample_63,10.2334634569749,10.2389675108139
sample_64,-30.6307516844035,4.6192771773859
sample_65,5.30586857155552,19.4758876671828
sample_66,3.34379756298684,10.720693324488
sample_67,-5.61453285192568,-10.5173381665766
sample_68,-31.6666819074171,8.73058872350905
sample_69,2.74586542788351,10.109043232477
sample_70,-11.1450592130143,-1.31570976322218
sample_71,16.9062351373675,-5.97974091306356
sample_72,9.93498895384189,14.4031858186536
sample_73,11.2820936250034,-13.0544473753392
sample_74,3.56216610033165,16.865259342836
sample_75,-9.900738904279,-4.20029610591644
sample_76,12.863533037945,-8.58731789267375
sample_77,15.8721691991195,-6.42066382504242
sample_78,-13.401565040984,-1.39162584766414
sample_79,11.5525062174156,9.99291970541385
sample_80,9.20296393466603,12.5874553763638
sample_81,-12.8484939337901,-5.21771789397379
sample_82,7.01628766896067,9.66662298527505
sample_83,8.19339894294128,-6.12137908376779
sample_84,2.20345280129905,10.3969582846173
sample_85,-13.3383180540383,1.34474281707748
sample_86,-16.5034549247647,-1.89433661136578
sample_87,2.57320871559071,17.8747349528735
sample_88,-9.110300832375,-0.3493319897817
sample_89,16.8964888780575,-10.8700487549409
sample_90,15.8239189186443,-8.79993670354231
sample_91,16.6411591526476,-7.2953143129685
sample_92,-31.6020826491242,8.81035591087056
sample_93,3.98854320032345,19.6900593287381
sample_94,2.85944584888087,11.8556385825933
sample_95,14.1423581597082,-9.60497126476602
sample_96,-11.1533958657274,1.1307526043065
sample_97,0.770657398826911,10.5810912994952
sample_98,4.36307696076915,20.6721509637735
sample_99,3.70095788883095,12.5709757558702
sample_100,1.94322016006929,20.2217782958723
sample_101,-8.04023796706532,-2.64523497753227
sample_102,-13.7795469454634,-9.8550788302901
sample_103,10.8391135278313,8.00072615189331
sample_104,20.1547760853696,-6.09828375603377
sample_105,9.69070279752507,8.0704795044516
sample_106,-11.6089875796603,-6.39019230224428
sample_107,-9.60324957868268,-4.23407699496332
sample_108,6.90214691606224,-14.3185943172751
sample_109,-10.285748409726,-10.6849798032479
sample_110,16.2733312555376,-16.2015629491884
sample_111,-11.8436528428727,0.366939922934899
sample_112,8.92901051470493,5.53931238730311
sample_113,7.33715107455864,-11.8491857356436
sample_114,17.9294866349844,-9.71499968577751
sample_115,4.03078462740321,4.74285006578368
sample_116,18.858634784796,-13.8024599233445
sample_117,-32.7023227466227,5.23428655287823
sample_118,5.76794511009212,12.3616425093827
sample_119,2.75526118549692,20.0258559959142
sample_120,10.2381021373494,-12.7997543352516
sample_121,14.6532131172549,-7.46373941156107
sample_122,-11.26791609875,-10.1499001438109
sample_123,-0.00926953845229576,10.1955539956144
sample_124,-16.4232188335081,-2.68730858676115
sample_125,15.3504222189633,-12.3623182417931
sample_126,-2.28847339754379,12.8761260913187
sample_127,12.4657828489101,-1.8088578128018
sample_128,-6.79108115890841,-2.30227456830503
sample_129,17.5139928163228,-13.3950606240208
sample_130,-1.95169238504587,-8.00271631747291
sample_131,-8.48051607999554,-4.79554221649624
sample_132,7.59544283768507,6.44054436415065
sample_133,8.7793953412631,-9.67402422890189
sample_134,2.15536339578892,18.5746736551321
sample_135,6.53782232938439,-14.1599595492698
sample_136,0.843732429591137,9.99236464154829
sample_137,8.6491516945678,4.85243358624798
sample_138,8.32105563485202,14.5159731867662
sample_139,11.7020441150656,-16.177005439814
sample_140,10.8985727597162,-8.80836319078683
sample_141,-31.0133955583114,8.98249576384256
sample_142,19.33047651114,-12.8593069963573
sample_143,-12.001573482486,-0.63740203317147
sample_144,-15.2173251161218,-1.67583916320982
sample_145,1.38785787600241,17.6139493202081
sample_146,-34.2728384389377,6.66004290974705
sample_147,-3.84538521068971,-10.1229090316024
sample_148,-29.8997465293907,4.77804658596105
sample_149,19.4385294930244,-12.9951267141682
sample_150,13.2320702637611,-8.47255275360042
sample_151,9.07754906193957,-3.863214751933
sample_152,-12.1985143915487,-10.806366518381
sample_153,8.86155325398744,15.2356847654106
sample_154,-31.78545336376,10.125983137848
sample_155,6.55394410359379,7.36925713984762
sample_156,4.51912460822489,13.2803713596561
sample_157,13.9616350728714,-9.57612332519571
sample_158,-2.83847731264486,-0.774179686383998
sample_159,9.23621238523741,3.68870045928757
sample_160,14.8614920704596,-8.51032307495546
sample_161,-11.0626590572918,-2.1636923816822
sample_162,-6.15512196696556,0.210655092085771
sample_163,18.5898546851929,-5.03248303908921
sample_164,18.2475076363485,-8.36921815897557
sample_165,-5.6328971878167,-6.72932526002616
sample_166,-8.67529379627306,-8.82573932187483
sample_167,-31.6781479289377,6.32694217038317
sample_168,-16.5616296168343,-2.8708121620325
sample_169,5.74866201354591,15.3550671593374
sample_170,-9.96181140959598,-1.09344777537434
sample_171,10.7210520947757,-13.8389132490642
sample_172,10.2053876032389,-12.8940146806988
sample_173,-14.2919519084358,-2.16727324057771
sample_174,-8.10109953435586,-9.32312002236272
sample_175,-9.42589070065829,-2.10020171690167
sample_176,14.377666562584,-14.4583638957688
sample_177,10.0987161471065,-9.71273610965749
sample_178,-13.4480856699419,-3.02668202104445
sample_179,-9.90836113338453,-11.8410705661469
sample_180,-1.61156220996849,14.0664620795161
sample_181,8.38547431378069,-4.54541234819576
sample_182,15.955411253144,-7.17409598001054
sample_183,-10.275263178523,1.64679290083944
sample_184,-3.10004716160724,-3.08917040858052
sample_185,9.09939840523458,-10.4316315173468
sample_186,8.0272206897329,7.14522167522326
sample_187,7.05144401349443,-2.60088023510012
sample_188,20.0792211463559,-11.8957659376078
sample_189,-14.0819059377548,-8.74239891813906
sample_190,10.1249003494803,-13.4525411340733
sample_191,-14.7725509071427,-3.27741299119602
sample_192,3.48546427540116,15.6655601050412
sample_193,-31.6027718457309,8.81932062137038
sample_194,3.8755050917671,15.1540701012422
sample_195,-13.9601847109576,-2.29757519828141
sample_196,-3.34440140940074,-0.15871286498883
sample_197,-28.5924451984037,6.03921844355286
sample_198,-15.1758649991906,-1.01562227408439
sample_199,-4.9396358051742,-10.0683738873221
sample_200,10.2495525121977,-9.77950593090367
sample_201,-31.9136824516835,10.1514925522241
sample_202,10.8084461105409,3.44678141252878
sample_203,12.4216597574117,-12.6604494689203
sample_204,18.0918840052093,-14.1477764047493
sample_205,-6.77058354972727,0.819423958385831
sample_206,-33.3571958201732,7.98623386625868
sample_207,-28.7048548587572,7.46248718717263
sample_208,-10.9500589713875,3.49903604832935
sample_209,16.214555508175,-6.87206447357504
sample_210,-1.18350710914201,12.6776554854098
sample_211,-32.3021262797731,10.1759764745653
sample_212,-9.30705060358052,2.5221763365951
sample_213,8.29165608614808,-3.04437659626911
sample_214,6.09522020414549,14.0235035098301
sample_215,-31.8595606349425,10.1865904642854
sample_216,-7.55764617996353,-2.2218249486969
sample_217,-4.23525836325761,-7.358764539812
sample_218,10.6634237787798,-10.5396124123996
sample_219,9.79609876789806,-11.8851802257746
sample_220,7.79345080479994,6.98421364287803
sample_221,-2.64107324673606,-5.25754098577433
sample_222,-12.0798262305037,2.76368559030931
sample_223,16.9261085554147,-14.415599487245
sample_224,6.78805464850222,-9.66916100665223
sample_225,6.19870199348068,9.13588205016595
sample_226,-1.00040041596254,12.4761170397256
sample_227,-31.3262583681808,7.14290747531079
sample_228,19.3568447511538,-12.0394650321217
sample_229,-5.61067886361825,-7.86242358064908
sample_230,-9.91470235544495,-5.16659372422701
sample_231,-5.37519760685566,-7.49483592524674
sample_232,3.7837795942933,19.5244532523636
sample_233,8.45462871233719,-7.84632567312271
sample_234,0.988871976771765,16.4727276085325
sample_235,2.0762254948574,19.0605398838995
sample_236,0.0837539183227612,11.2514025791704
sample_237,-0.883887793630166,12.7255818255562
sample_238,7.07055547847147,4.66064167938237
sample_239,1.14834032648919,14.3788680081453
sample_240,15.411716265165,-11.0703240975725
sample_241,7.58454187263632,5.91589335244923
sample_242,18.2432217939019,-17.8161841578316
sample_243,8.33823496572542,15.0510548962544
sample_244,16.2337370413872,-13.0540591938062
sample_245,1.26516129333896,15.6524797334985
sample_246,-31.4394338898364,9.22376168637896
sample_247,11.8481391037437,11.0388767872094
sample_248,7.91768861233397,7.02444153232184
sample_249,-1.41055372294479,15.6736160841471
sample_250,-29.866620673671,6.92338356139212
sample_251,-1.86014230548282,13.6863944573423
sample_252,-12.1371862064526,-8.19143233358202
sample_253,17.7685789841516,-8.25989736965553
sample_254,-14.1272746782041,0.5530475491488
sample_255,1.31495740369907,19.0512308680899
sample_256,8.61857722446182,10.4028287855881
sample_257,-31.317378226703,7.25373657066704
sample_258,13.5417822295986,-6.69651513278814
sample_259,-31.1652175007611,7.06956559957717
sample_260,4.61920828135002,4.97872385895317
sample_261,-8.74606187316541,-6.53624427124575
sample_262,7.59194831407566,4.82403966766856
sample_263,11.0960365512836,-2.96336569616875
sample_264,0.270512181953235,19.0037240804213
sample_265,5.36929156197542,5.36809362321638
sample_266,-8.79534454937122,-7.3834234924993
sample_267,11.5415744190924,9.93346309135945
sample_268,-10.6726923721225,-12.241349355422
sample_269,-30.1897145736098,6.31976975556805
sample_270,-3.45305338183253,13.6707961473464
sample_271,6.75771593909285,17.6532575437522
sample_272,-2.83571521380389,-3.12275214935777
sample_273,10.910635951312,-8.94540142674466
sample_274,10.5852965933125,5.09084507163552
sample_275,11.1038669831678,-4.47795597704336
sample_276,-13.7383912013983,-2.36301828156582
sample_277,9.74242460682351,-9.9919452317463
sample_278,-3.82710447665337,-8.54964501131838
sample_279,-8.29414445187901,-7.16877815345631
sample_280,11.9153455883516,-15.6168197439096
sample_281,10.591270038436,-10.8737629676451
sample_282,-32.1445274998001,10.1819037661547
sample_283,10.202987092476,8.83929626290596
sample_284,13.647303350698,0.542711089890881
sample_285,-30.8465420547966,4.77595629385832
sample_286,-0.229244692761448,17.3930301254007
sample_287,5.06407504004622,14.2292334077469
sample_288,4.072804256198,6.33695708074877
sample_289,-7.19115832211308,-4.89073735991252
sample_290,-8.91131698572269,-4.77070160993277
sample_291,2.53542089197193,6.24976610494517
sample_292,8.88545906220372,-3.64049860152635
sample_293,11.0070644332628,-14.5161801556646
sample_294,-3.87023069853303,-5.32866876478087
sample_295,-33.1915579278064,9.63138819172818
sample_296,6.16337005374254,13.4118588931805
sample_297,9.80468177828014,15.3608662846243
sample_298,10.5887700728381,3.37419707061794
sample_299,1.52399631656689,12.0831274581389
sample_300,19.3563410087475,-7.506696077878
sample_301,-3.5333915321307,-5.65206359585192
sample_302,12.9159354949605,-9.73534369223807
sample_303,16.0887917954569,-13.0240561770508
sample_304,9.19055693927143,14.9393864600926
sample_305,-5.29812383086802,0.904988316915214
sample_306,-30.2624192618642,6.41232089773697
sample_307,-0.490328094418198,9.26863599543552
sample_308,-7.12891867386606,0.329267232839059
sample_309,12.7218611835927,-8.7487351200621
sample_310,8.98881923115078,-2.97538552008491
sample_311,-31.6777250860447,8.76723157640174
sample_312,15.8781200993011,-16.5002269173361
sample_313,-4.36962599375794,-9.14259740454493
sample_314,2.89927675159433,19.1966328384743
sample_315,13.2082212408401,-8.41992511666712
sample_316,-11.3497851443657,-4.80460494420766
sample_317,-3.39169815543693,-7.38968903702076
sample_318,-14.1874459571143,-3.55577393029509
sample_319,12.8775756922897,-8.57273826213083
sample_320,7.47042074830365,-12.1413058254889
sample_321,-8.91848400948943,-6.2198570857884
sample_322,-31.5911653244145,8.90172620657521
sample_323,3.42913984430142,21.0798766153347
sample_324,6.52871713609424,-11.3793206110791
sample_325,-1.70787340419387,-7.34864487628363
sample_326,-9.72501230145828,-4.88871854336661
sample_327,-17.1861115739815,-1.42699112136157
sample_328,-1.70042003449249,15.5716616273533
sample_329,10.5241319573294,-14.4894836828398
sample_330,-13.6764787679863,0.241587413945679
sample_331,11.0529734011812,-5.60126761404242
sample_332,8.2899595537865,14.527230348333
sample_333,6.4389766575449,5.69933778674355
sample_334,3.72786105707865,14.3477965723611
sample_335,-8.86258928549219,0.39694274051889
sample_336,7.32622568189253,-12.0380482490267
sample_337,-10.2762165598032,-7.13912537301392
sample_338,1.99844463234921,19.4849347393894
sample_339,14.28574304915,-18.4991325814479
sample_340,-28.5614587859666,6.0759098657502
sample_341,6.47600748006724,-11.6133345325478
sample_342,2.77336290656397,14.7340723385884
sample_343,-11.505128650647,-4.64863203835943
sample_344,-33.0823605810141,9.64474520636775
sample_345,16.7573855942206,-10.1036269260054
sample_346,15.186317681524,-16.4295246115574
sample_347,-10.6398820238471,-1.71145856441617
sample_348,-2.83480161625551,-2.56669644164191
sample_349,-2.25131393358404,-8.32230714874202
sample_350,11.8418697946154,-14.9808521114899
sample_351,4.12878362023573,12.077278569567
sample_352,-14.5290908257777,-2.68897437518781
sample_353,16.6445409819021,-11.8379720219854
sample_354,10.5314280531797,-13.2143601292838
sample_355,9.07590804462762,-7.21069142612064
sample_356,-31.9285466082212,10.2081073162028
sample_357,-1.41275520641731,-6.86368504507798
sample_358,3.45922563324745,12.7718086246357
sample_359,5.07534764439719,20.3375479339538
sample_360,-30.5193863221598,7.72598183729219
sample_361,4.14967786528942,5.82485668922899
sample_362,-0.620782354724423,15.0162393688013
sample_363,8.1721310003792,7.47910304783492
sample_364,1.36290983789382,19.2145880505613
sample_365,-6.80150497798066,-1.21181441082225
sample_366,7.21921916257392,13.1470810865207
sample_367,-6.27885613046373,-1.50322912649101
sample_368,8.33749691723356,17.6204724321256
sample_369,15.3976017464539,-15.5234095173038
sample_370,1.65508466158456,16.8969588552106
sample_371,8.98383419336822,-13.1467575239239
sample_372,3.84642553436588,14.2925166798178
sample_373,5.79621125032918,15.4738683165038
sample_374,8.34857246386913,6.89792265014876
sample_375,9.3884852510807,7.33175167545864
sample_376,5.20562214264478,7.14172042562823
sample_377,8.90039320295678,-3.67695697689478
sample_378,-12.7520676525078,-1.54217573778061
sample_379,-28.7106477586179,8.55552660980859
sample_380,8.23358313328591,8.23397517358953
sample_381,12.3523152703265,-12.4914683798774
sample_382,-30.4426441905321,7.70695701995152
sample_383,-9.72809442300002,-9.21161030721395
sample_384,-10.6130402677957,-6.82953952964772
sample_385,-9.26890193119805,-4.75299140363429
sample_386,6.2926946348873,14.2365099289698
sample_387,-14.6072051195346,-0.7168336204091
sample_388,10.2694019221204,8.77458798436719
sample_389,14.1158240686825,-13.0149234467884
sample_390,10.625231773052,-4.12035446818804
sample_391,13.8614531469006,-14.6672926746894
sample_392,-9.69174891582426,-9.18646487706484
sample_393,-30.6201208093777,4.59373171952566
sample_394,-6.80667898717633,-7.74815563003155
sample_395,4.19659209861566,19.7801703709827
sample_396,6.60586137920215,-1.57772486236119
sample_397,15.7319794095637,-10.2302312900902
sample_398,7.31710174594538,15.2807983036788
sample_399,1.39306542366149,12.9395565231425
sample_400,-6.19064743974004,-11.1758503228383
sample_401,7.38756295457031,-12.697380022121
sample_402,-0.657013593339085,11.397462134701
sample_403,3.50278176743663,13.1408929620474
sample_404,0.691879733331459,-6.92874409688071
sample_405,8.30959811364265,6.05645961428403
sample_406,-9.72387617569855,-4.19886553930193
sample_407,9.25879968785128,14.3883178076987
sample_408,17.3184121746858,-16.8542993690865
sample_409,-7.80130384377894,-1.73519008563005
sample_410,-31.4855937605106,10.6352560480222
sample_411,15.9233767120223,-8.85073099395677
sample_412,-15.8513209166374,-0.958738831448951
sample_413,-8.41724635646516,-1.3798051646385
sample_414,-12.9907229530293,-5.22320838494451
sample_415,9.06838284304929,4.70108037236371
sample_416,-0.504668393958449,14.4680542840395
sample_417,11.4854071317591,-9.59746376189099
sample_418,1.3893105011821,11.8556410175849
sample_419,-4.32426784843293,-6.38568785464614
sample_420,12.6873756114763,-7.47056944800777
sample_421,3.24418919049387,10.2535671614546
sample_422,12.8456780912744,-7.89177946521864
sample_423,-11.7720408301407,-3.36997256725664
sample_424,-11.3845677819747,-10.1735381309706
sample_425,-32.6969242951333,5.22914547708025
sample_426,2.45137840171795,15.1816609837666
sample_427,-5.92164867241272,-2.87323908170506
sample_428,12.9164886360909,-8.60671360659075
sample_429,9.4228411625373,-10.4308399484504
sample_430,-31.0163913948143,8.97871796962669
sample_431,12.6989252450788,-4.43335090162765
sample_432,8.61215049639514,11.6201178659704
sample_433,-8.02281478968146,-11.6499354603688
sample_434,-0.156695420416289,16.2112299840296
sample_435,9.55163770607967,-0.822431890489993
sample_436,-12.7878747401481,-11.0780290533481
sample_437,6.34152254153084,19.8535625258782
sample_438,-33.351504934186,6.8125093248748
sample_439,7.74018116750379,14.0502682707475
sample_440,12.3202132005169,-4.62505331289488
sample_441,6.55626221732433,14.6471968821317
sample_442,-9.68035125455684,-1.00229369003775
sample_443,-33.1510397190456,6.40392095309142
sample_444,-11.9258601207845,-2.88257056942515
sample_445,12.678746139671,-10.2000211640345
sample_446,8.66942084589734,-2.44025386729302
sample_447,14.0706771206288,-12.8013432107047
sample_448,1.59244847692082,20.5670970224032
sample_449,-14.8520574538472,-5.40833468911658
sample_450,-11.5815977159966,-6.14770432856301
sample_451,10.619031735835,-1.99755998066579
sample_452,2.58679078639776,20.2776914561024
sample_453,6.24452346936595,-4.75328360589709
sample_454,5.1105487727114,5.77316113609921
sample_455,3.09616810698859,19.6817576099393
sample_456,-13.386949141457,-7.87550866403036
sample_457,-31.6097683087349,10.5680870821778
sample_458,17.6249372012136,-8.14528208854865
sample_459,-13.3632152946281,2.34804975479947
sample_460,15.1129578530961,-12.1909315540793
sample_461,15.5423709940968,-8.1072399305634
sample_462,3.45376471145699,21.4944047920861
sample_463,13.1745573176987,-6.78799620566181
sample_464,9.03315311713425,-4.38222279412465
sample_465,7.78167098719978,2.12875665978099
sample_466,5.92774765515435,13.2440490868893
sample_467,-12.9685118650645,-0.35753951149016
sample_468,9.61237012030273,2.22030250891641
sample_469,-11.305931911165,-11.4802820611499
sample_470,-10.6449722014534,-3.22984289294625
sample_471,0.479752422404021,19.8841017041221
sample_472,-14.183364539359,0.78891755321298
sample_473,17.0094555622718,-14.5353986097768
sample_474,-12.9003238243117,-6.68262284090232
sample_475,9.49155547174903,-3.74455630226071
sample_476,11.4346123230924,-6.73867386404107
sample_477,9.94735881686713,6.19817598009746
sample_478,-14.3030578644326,-5.29829605968335
sample_479,19.5971867210142,-13.0225284677945
sample_480,0.867264945002013,14.9696207265908
sample_481,5.51345332696175,-10.9124420079816
sample_482,16.7391138469969,-6.33452140303112
sample_483,19.2589904543354,-13.2571840249412
sample_484,-10.5972925654221,-2.60953677084093
sample_485,9.63207019349243,8.27234363655137
sample_486,10.8097523752806,-13.9051109846133
sample_487,8.02796833373751,18.9361281629922
sample_488,14.7491050920063,-11.3782528545948
sample_489,-30.464558223641,7.70387000209171
sample_490,-10.4966433879773,-6.74672332769186
sample_491,9.38783475669818,5.50722893190371
sample_492,-28.4603020865478,8.4358346464942
sample_493,-10.5040644817027,-6.20092025044542
sample_494,20.7552921786899,-11.2186786814005
sample_495,10.9523437907104,8.04281904676986
sample_496,-6.59278773908575,-3.07847107103228
sample_497,-28.8693363436812,8.16751943039439
sample_498,-1.45624687429624,15.8970697579627
sample_499,9.33780938113095,-10.0905225727367
sample_500,3.78669859829712,18.4877238248102
sample_501,-30.2431686132827,10.3603489639073
sample_502,14.3868038543219,-17.7110604992564
sample_503,11.6428941282801,-12.3515305652711
sample_504,-15.9116909087798,0.262271836143224
sample_505,-12.1323694640674,-8.38332808705077
sample_506,12.2490976874566,-8.48962968201449
sample_507,-5.99612360266873,-0.400298330360575
sample_508,8.34306839898538,-3.65840540313946
sample_509,0.189689855259384,12.23316524405
sample_510,-1.24342540025808,11.8662512751497
sample_511,-6.18041055610008,-6.98703256056041
sample_512,1.97046144527595,4.74197900825491
sample_513,17.2035620877665,-8.99866352788977
sample_514,-10.8492257939168,-9.69934614018687
sample_515,17.7236903060151,-15.6724596665186
sample_516,-9.08031909300824,-10.8364512955521
sample_517,8.75448650328654,16.5450840779126
sample_518,-31.0633853285208,7.08589751209393
sample_519,-9.60199701819098,-5.63549639095187
sample_520,-9.39662279750765,-6.57640597100183
sample_521,16.4467747442341,-5.49037255939507
sample_522,6.17611521550193,-9.98009623354572
sample_523,12.6564082367906,-7.08284388561362
sample_524,-9.37649681047074,-5.3703372435962
sample_525,-33.3337982624724,6.78088560762878
sample_526,9.52214080242181,11.0173226554787
sample_527,-9.65350814630771,-2.99109791090549
sample_528,-4.46296511572502,-1.26865466383683
sample_529,9.77808606448902,14.6017193555896
sample_530,19.1023664418333,-5.35715675067977
sample_531,7.07173069072254,18.0483476394328
sample_532,16.0953757465196,-16.2528045214553
sample_533,4.67146314676218,11.2112370910007
sample_534,-13.3335603428457,-7.22686939035841
sample_535,-30.3755709715841,7.64236484398677
sample_536,9.51944015881547,13.1481764121097
sample_537,-30.3934159515007,7.64986692503559
sample_538,9.62179495062967,-10.1127109421379
sample_539,-4.78487753920878,-3.63725634698601
sample_540,10.4094873433417,-14.4328873889636
sample_541,3.41911703891689,-0.815069742827577
sample_542,-28.6577592565498,8.51001526646788
sample_543,-1.14312421378445,10.2020867191429
sample_544,-14.6162801431552,-5.5563475519739
sample_545,11.1588696078676,-6.0463794686068
sample_546,13.8839298764723,-12.9535596414386
sample_547,2.48431955465406,12.8207773819138
sample_548,-16.2840076072505,-2.62962160073757
sample_549,-1.47831993194675,12.4119119662659
sample_550,17.3732574508662,-11.1576580657823
sample_551,1.90285970902833,15.5144958237882
sample_552,11.1276650969137,8.78256487066015
sample_553,-10.5670662751236,0.1998822499689
sample_554,4.65173573280413,18.4096636052951
sample_555,11.4709421750963,-8.48183551763451
sample_556,-8.49598693541225,0.944002564246598
sample_557,-12.8291560147338,-6.57964937684775
sample_558,10.8528938194429,6.53738481209587
sample_559,-9.14215364567501,2.70161165462352
sample_560,0.27820646596254,11.0790714484311
sample_561,14.4829502314482,-8.24901564030713
sample_562,3.93820462820649,20.9806729910202
sample_563,4.11762924307889,19.7552763070192
sample_564,10.7661611059174,-15.608531707702
sample_565,18.9512185443796,-7.5880207479016
sample_566,13.5057696289525,-6.67798501108653
sample_567,3.66311021982739,-8.5257059565372
sample_568,16.2480859933687,-14.8506677963725
sample_569,6.76994264354696,14.7506753218116
sample_570,9.44084498242133,8.11230170302139
sample_571,15.1420090874887,-17.5085330444942
sample_572,11.5168366337132,9.9786751199693
sample_573,0.988140730826198,20.6891299279487
sample_574,-13.9213787098218,-3.41746108804612
sample_575,-13.5497358632386,-9.92448122251811
sample_576,13.0144780251605,-15.4295218685692
sample_577,-33.3293949921918,6.85162883621344
sample_578,7.97162076443775,13.1675867203775
sample_579,-14.7055995504952,-0.661247696358565
sample_580,8.46645994304788,18.3620768354752
sample_581,16.7247073553417,-14.2687794397322
sample_582,4.79663233021674,21.2048733399875
sample_583,9.7701904000811,-1.35457431639965
sample_584,3.07430269422266,18.2814399528545
sample_585,-11.774226492644,-1.85177747480851
sample_586,-31.4279541473626,7.19679573597272
sample_587,-6.62950086889594,1.87558318672695
sample_588,16.6638946067957,-7.27429341223016
sample_589,9.12328869395876,-10.5463553853736
sample_590,11.2634938070768,-7.32126700667722
sample_591,11.7834431844412,-9.82895880859672
sample_592,12.3657278978175,-7.46653616971083
sample_593,4.82184536234293,15.7532233346967
sample_594,-11.1445665610215,-4.62107024751681
sample_595,2.38109726942924,19.6304829413032
sample_596,-5.33936592843003,-2.13843992468854
sample_597,10.7771486804062,14.9375395196924
sample_598,-30.6212035504467,4.65692696355299
sample_599,9.64698413724559,12.3561490482469
sample_600,-2.59600205550589,-1.7968874200981
sample_601,-31.70053991978,6.28058564189113
sample_602,-15.9957163239308,0.26208486993052
sample_603,7.23137689166465,-4.892043559584
sample_604,16.1691561666842,-17.6462283828444
sample_605,-5.38172545678997,-1.74299101590085
sample_606,0.123378538696879,8.07627164534179
sample_607,-33.3585034076438,6.87019746777365
sample_608,-13.797444062838,-5.34619726593986
sample_609,12.1903810672742,-15.7796885319527
sample_610,11.4219810375449,-4.19562861314805
sample_611,-15.7594975142161,0.758794347783832
sample_612,-7.07476953063306,-6.8297263994375
sample_613,9.10726928413497,3.1591667712258
sample_614,6.06726724956598,10.6953247087668
sample_615,-31.448645998398,9.10491145591483
sample_616,-1.91813121127166,13.3548348958565
sample_617,-8.3933146736932,-8.20615049784023
sample_618,-3.2019447150812,-7.70294886037647
sample_619,14.280724619235,-12.7680192087938
sample_620,11.8255772464238,-9.3850528985008
sample_621,-9.84731236686615,1.61236949140579
sample_622,7.25763777940517,-5.54145206429495
sample_623,13.1896602314085,-16.2673425543464
sample_624,-31.1349862408485,4.49831349029535
sample_625,9.51298078256056,6.35915562074225
sample_626,-8.99168884744535,-11.0568718210856
sample_627,4.15331838450768,6.02335226687643
sample_628,-13.3715692768336,-1.65759623070933
sample_629,4.17997215742969,13.0030822506084
sample_630,-8.46029582220841,2.0640413590264
sample_631,-11.6598657006552,-3.00114145163072
sample_632,-8.77131987788022,-8.91470664235387
sample_633,15.8573238013361,-7.95869290537403
sample_634,-5.46743488085302,-12.1784338287715
sample_635,-10.3657958227901,-6.22060761767405
sample_636,4.65178437267175,20.7335335099964
sample_637,12.451879813782,-13.7688006917113
sample_638,-3.10340003296143,-3.2516970060188
