V1,V2,V3,V4,id,cluster
0.999614171278183,4.82843609356843e-06,4.00588518464176e-06,0.000376994400538931,sample_22,1
0.999986462985647,5.56056340015486e-06,3.9877516949931e-06,3.98869925796428e-06,sample_23,1
2.49359463036507e-06,2.21289551233947e-06,2.21282220180963e-06,0.999993080687655,sample_24,4
1.96470244448252e-06,0.999994112614123,1.87642489037519e-06,2.04625854247271e-06,sample_25,2
4.03069417373843e-06,3.93480937165055e-06,3.92828409806505e-06,0.999988106212357,sample_26,4
2.72286525514668e-06,1.69448439961984e-06,1.69387652110668e-06,0.999993888773824,sample_27,4
0.997641151048683,7.80762767830967e-06,6.66742262951994e-06,0.00234437390100891,sample_28,1
0.999966061056703,1.4874027606504e-05,9.53235230785107e-06,9.53256338268562e-06,sample_29,1
0.999922269358769,6.54241572288928e-05,2.46087835178703e-06,9.84560565031071e-06,sample_30,1
1.15701919386732e-05,0.999984740633087,1.83561660571791e-06,1.85355836872872e-06,sample_31,2
2.68674279062621e-05,0.999872238171528,2.8559406137521e-06,9.80384599514346e-05,sample_32,2
1.01535672408972e-05,0.999980007115141,1.62712338149308e-06,8.21219423671181e-06,sample_33,2
9.19599776275426e-06,1.35869103634695e-05,4.63426192501813e-06,0.999972582829949,sample_34,4
1.16443002882352e-06,1.16963231402979e-06,0.999996501507628,1.16443002882351e-06,sample_35,3
3.40060499468228e-06,3.40157398357517e-06,0.999989797216027,3.40060499468228e-06,sample_36,3
4.33876596521783e-06,0.99998698464528,4.33810361968513e-06,4.3384851353187e-06,sample_37,2
0.999986097080288,4.63502805717879e-06,4.63394367470668e-06,4.63394798022437e-06,sample_38,1
0.999988677955023,3.77403235699508e-06,3.77400329967429e-06,3.77400932050647e-06,sample_39,1
3.60112734785816e-06,3.55217980189405e-06,3.55217337721693e-06,0.999989294519473,sample_40,4
2.55537903462305e-06,2.39240803920703e-06,2.39084047959494e-06,0.999992661372447,sample_41,4
4.50249947840975e-06,0.999971789162387,3.25503685595609e-06,2.04533012785109e-05,sample_42,2
2.23057395906403e-06,1.96171332559146e-06,1.96130552299523e-06,0.999993846407192,sample_43,4
9.49583100447034e-06,0.999816771376361,6.22842465723094e-06,0.000167504367977332,sample_44,2
0.999990412506244,3.19584049735982e-06,3.19581316564995e-06,3.19584009329331e-06,sample_45,1
2.28078393159104e-06,0.999993168047288,2.27427662553103e-06,2.2768921551386e-06,sample_46,2
0.999989381277767,2.75893214530026e-06,1.75901013860069e-06,6.10077994889556e-06,sample_47,1
0.999994587811905,1.80536022845468e-06,1.80270003508115e-06,1.80412783115204e-06,sample_48,1
1.73545593643305e-05,2.90136765087187e-06,1.8032669570929e-06,0.999977940806028,sample_49,4
3.56594897911735e-06,3.63561465064362e-06,0.999989232487391,3.56594897911734e-06,sample_50,3
1.35544719511681e-05,1.46264431345345e-06,1.40951166327349e-06,0.999983573372072,sample_51,4
0.999992158184142,2.61378747662479e-06,2.61372788672764e-06,2.61430049436747e-06,sample_52,1
0.999979293490584,6.88586719469268e-06,6.88585573709091e-06,6.93478648413212e-06,sample_53,1
0.999993528108864,2.21863197283629e-06,2.12590684088206e-06,2.12735232241851e-06,sample_54,1
0.999992206362434,2.62266716760479e-06,2.58534275417141e-06,2.58562764432263e-06,sample_55,1
0.999966736966995,1.10919699838329e-05,1.10855310756508e-05,1.10855319456814e-05,sample_56,1
0.999994819983476,1.75742426344383e-06,1.7089777427738e-06,1.71361451760285e-06,sample_57,1
0.99998648604002,3.78723893466209e-06,3.78580950018165e-06,5.94091154553941e-06,sample_58,1
0.999994922598839,1.84066351189446e-06,1.6027771100481e-06,1.63396053902438e-06,sample_59,1
1.09318496239479e-05,0.999967228388118,1.09198795961153e-05,1.09198826623083e-05,sample_60,2
0.999989168468538,3.61065060080829e-06,3.61043677255378e-06,3.61044408899626e-06,sample_61,1
0.99998555126106,4.81631961393603e-06,4.81620878921725e-06,4.81621053667822e-06,sample_62,1
0.999976286281828,4.04403613552656e-06,4.03822443174084e-06,1.56314576044181e-05,sample_63,1
3.39750040098623e-06,3.43002657881914e-06,0.999989774972619,3.39750040098623e-06,sample_64,3
0.999986763836299,4.41205972781981e-06,4.41205042630468e-06,4.41205354641932e-06,sample_65,1
0.999991760164644,4.48029627668114e-06,1.76983765940819e-06,1.98970141978667e-06,sample_66,1
8.9304279875339e-06,0.99984149908136,6.44527017665079e-06,0.000143125220476473,sample_67,2
1.0349572769553e-06,1.0350508305497e-06,0.999996895034615,1.0349572769553e-06,sample_68,3
0.999984027678648,1.15402155775413e-05,2.03048860611585e-06,2.40161716785236e-06,sample_69,1
3.52459709120684e-06,0.999992710105897,1.88102414082632e-06,1.88427287060148e-06,sample_70,2
3.0788795364665e-05,3.75308456086213e-06,3.75281073061081e-06,0.999961705309344,sample_71,4
0.999988568946424,3.79684351116432e-06,3.79677535308735e-06,3.83743471146704e-06,sample_72,1
3.52399381048354e-06,2.08292948178653e-06,1.99303336056923e-06,0.999992400043347,sample_73,4
0.999992132324085,2.62358269635934e-06,2.62201630511425e-06,2.62207691343724e-06,sample_74,1
2.06866033910648e-06,0.999995476855804,1.20584534842839e-06,1.24863850864061e-06,sample_75,2
2.91436880480028e-05,1.5362372425487e-06,1.48836021823429e-06,0.999967831714491,sample_76,4
3.65756064798193e-05,2.71712857222471e-06,2.71600092543195e-06,0.999957991264023,sample_77,4
3.07141768281718e-06,0.999991041485336,2.94346566335023e-06,2.94363131830942e-06,sample_78,2
0.999945992665701,7.18758754757295e-06,7.18539159287944e-06,3.96343551585392e-05,sample_79,1
0.999991579161354,2.70184316825735e-06,2.70070319631135e-06,3.01829228133017e-06,sample_80,1
1.89736935901525e-06,0.999994341924595,1.87976656024815e-06,1.88093948571714e-06,sample_81,2
0.999989513408573,2.10515458543486e-06,1.87477887971656e-06,6.50665796170144e-06,sample_82,1
0.00325781738344067,0.000118219804823155,4.25195697464995e-06,0.996619710854761,sample_83,4
0.999981116473802,1.42249381863196e-05,2.22734427602661e-06,2.43124373560274e-06,sample_84,1
7.77574064643522e-06,0.99997896220906,6.63098460985902e-06,6.63106568363464e-06,sample_85,2
8.86855233204274e-06,0.999973399735848,8.86585425836097e-06,8.86585756217088e-06,sample_86,2
0.999988587440904,3.80494835986888e-06,3.8038006783622e-06,3.80381005750348e-06,sample_87,1
3.33893313511443e-05,0.999962346507344,2.11336633692387e-06,2.15079496805253e-06,sample_88,2
2.70291890179184e-06,2.36074300227534e-06,2.36069633111187e-06,0.999992575641765,sample_89,4
5.90421442659256e-06,1.91701684922756e-06,1.91649898846009e-06,0.999990262269736,sample_90,4
1.20726606417645e-05,2.70463896210502e-06,2.70438029014806e-06,0.999982518320106,sample_91,4
1.04968582382195e-06,1.04978318160672e-06,0.999996850845171,1.04968582382195e-06,sample_92,3
0.999985040557448,4.98649740240303e-06,4.98647195043611e-06,4.98647319942276e-06,sample_93,1
0.999993155633611,3.10234883328494e-06,1.85060496761919e-06,1.8914125879698e-06,sample_94,1
6.86458776385708e-06,1.48649592226142e-06,1.48165689008726e-06,0.999990167259424,sample_95,4
1.47019742579674e-05,0.999977478348936,3.90905263549361e-06,3.9106241704716e-06,sample_96,2
0.999948457356014,4.48589440025547e-05,3.29727530674666e-06,3.38642467714729e-06,sample_97,1
0.999980149302431,6.61690214433404e-06,6.61689753946414e-06,6.61689788487936e-06,sample_98,1
0.999994806495583,1.8844845729632e-06,1.6430188187402e-06,1.66600102486117e-06,sample_99,1
0.999974984699293,8.33849662018049e-06,8.33840192563709e-06,8.33840216064617e-06,sample_100,1
1.98858183203003e-05,0.999977010051708,1.39185620773522e-06,1.71227376457285e-06,sample_101,2
6.43219553897188e-06,0.999980702567153,6.4317217080473e-06,6.43351559969435e-06,sample_102,2
0.999714405980011,6.6585636882173e-06,6.62470925483647e-06,0.00027231074704577,sample_103,1
1.4199284293835e-05,1.12554782882138e-05,1.12554764636376e-05,0.999963289760954,sample_104,4
0.999855065010389,4.3494672722124e-06,4.25636063978408e-06,0.000136329161698915,sample_105,1
1.66211896080825e-06,0.999995072678166,1.62805128109236e-06,1.63715159181737e-06,sample_106,2
2.35926794614328e-06,0.999995190910138,1.19262589305835e-06,1.25719602327477e-06,sample_107,2
1.26583174501907e-05,4.04235611240735e-05,7.19217062615037e-06,0.9999397259508,sample_108,4
4.62841664546249e-06,0.999985887913467,4.61326412981849e-06,4.87040575804029e-06,sample_109,2
6.29099144528863e-06,6.28354149476184e-06,6.283527948083e-06,0.999981141939112,sample_110,4
6.05550520105635e-06,0.999987322556493,3.3105802186813e-06,3.31135808692854e-06,sample_111,2
0.998101202436278,7.91198759265219e-06,5.65670352210769e-06,0.00188522887260728,sample_112,1
3.57178932436306e-05,5.19382912289831e-05,3.92710343485792e-06,0.999908416712093,sample_113,4
3.56512822410989e-06,3.08639556812725e-06,3.08638053373244e-06,0.999990262095674,sample_114,4
0.998988819282169,0.000549970180174307,4.46460181710386e-06,0.000456745935839649,sample_115,1
6.48425103115134e-06,6.47529540761589e-06,6.47529468179711e-06,0.999980565158879,sample_116,4
3.39031036019292e-06,3.39125569544765e-06,0.999989828123584,3.39031036019292e-06,sample_117,3
0.999995344546574,1.55261855953693e-06,1.51239700903148e-06,1.59043785771906e-06,sample_118,1
0.999980287056975,6.57101746782787e-06,6.57096255693412e-06,6.57096300020798e-06,sample_119,1
5.48209782658593e-06,2.64575688843976e-06,2.17891629495592e-06,0.99998969322899,sample_120,4
2.87817243253262e-05,1.88117237845831e-06,1.87625829220855e-06,0.999967460845004,sample_121,4
4.11866493354298e-06,0.999987601034651,4.11201609695957e-06,4.16828431867987e-06,sample_122,2
0.999847474031037,0.000143436741934758,4.49106515055847e-06,4.59816187775485e-06,sample_123,1
7.58009580043544e-06,0.999977263077548,7.57841097855242e-06,7.57841567348064e-06,sample_124,2
2.2570195063005e-06,2.00045638582589e-06,2.00018637680335e-06,0.999993742337731,sample_125,4
0.999888964936154,8.56372280971796e-05,1.26982275314151e-05,1.26996082171624e-05,sample_126,1
0.0228223229741045,1.10243777749025e-05,1.01942990089651e-05,0.977156458349112,sample_127,4
9.1422199070417e-05,0.999903602953815,1.69990186791107e-06,3.27494524649836e-06,sample_128,2
3.85926980547734e-06,3.82993785590026e-06,3.82993116413932e-06,0.999988480861175,sample_129,4
0.000413915708132453,0.99109478127902,1.080530823411e-05,0.00848049770461333,sample_130,2
3.95385207483845e-06,0.999993267436009,1.21234213981004e-06,1.5663697762155e-06,sample_131,2
0.999658436099092,6.82281387681083e-06,3.38739348482657e-06,0.000331353693546577,sample_132,1
9.93844342312178e-05,1.5813114575798e-05,2.33429412606158e-06,0.999882468157067,sample_133,4
0.999985204380289,4.93233755257447e-06,4.93163964601523e-06,4.93164251196737e-06,sample_134,1
1.52967642794887e-05,6.81843977095341e-05,7.92038957923613e-06,0.999908598448432,sample_135,4
0.999917031213371,7.60733740590556e-05,3.35030287204055e-06,3.54510969752436e-06,sample_136,1
0.996336762697419,1.18580443821749e-05,6.30045483539651e-06,0.00364507880336309,sample_137,1
0.999992782984711,2.4008205275553e-06,2.40054443346189e-06,2.41565032824802e-06,sample_138,1
4.64723021631141e-06,4.54986856917259e-06,4.53683187083791e-06,0.999986266069344,sample_139,4
6.9426225648096e-05,2.46339713833324e-06,1.64393802931937e-06,0.999926466439184,sample_140,4
1.07432809112112e-06,1.07453309475614e-06,0.999996776810723,1.07432809112112e-06,sample_141,3
6.44447311434304e-06,6.43057181115083e-06,6.43057129415306e-06,0.99998069438378,sample_142,4
3.59391428037429e-06,0.999991341659293,2.53179033519156e-06,2.5326360912073e-06,sample_143,2
5.19934012739702e-06,0.999984429095279,5.1857740140294e-06,5.18579057942896e-06,sample_144,2
0.999985607454145,4.80103107149312e-06,4.79575324986823e-06,4.79576153370388e-06,sample_145,1
9.15900258230905e-06,9.15907313829809e-06,0.999972522921697,9.15900258230905e-06,sample_146,3
2.86535864439556e-05,0.998607147356207,9.41949377501383e-06,0.00135477956357398,sample_147,2
3.97130280929302e-06,4.06863394546802e-06,0.999987988760436,3.97130280929301e-06,sample_148,3
6.88594736111855e-06,6.8743397205591e-06,6.87433930599354e-06,0.999979365373612,sample_149,4
2.6321592926592e-05,1.53885574263463e-06,1.51006880063474e-06,0.99997062948253,sample_150,4
0.0180328987219835,7.20271885383802e-05,6.55066776616436e-06,0.981888523421712,sample_151,4
6.30400924338155e-06,0.999981070541789,6.30225899544986e-06,6.32318997260138e-06,sample_152,2
0.999991060335881,2.97746129481164e-06,2.9773922885546e-06,2.98481053576316e-06,sample_153,1
2.37265483760254e-06,2.3727024735823e-06,0.999992881987851,2.37265483760254e-06,sample_154,3
0.999924785259988,6.2283786436961e-06,2.4383593832715e-06,6.65480019848692e-05,sample_155,1
0.999995227223239,1.61830972105231e-06,1.57078354999906e-06,1.58368349031247e-06,sample_156,1
7.60007303778976e-06,1.46964822451482e-06,1.46323241867423e-06,0.999989467046319,sample_157,4
0.0172454665615617,0.98251466703088,7.3792375231589e-06,0.000232487170034901,sample_158,2
0.981364601682963,1.93231658456332e-05,1.03968686037443e-05,0.0186056782825876,sample_159,1
1.09241546101891e-05,1.69717304909084e-06,1.69471166607526e-06,0.999985683960675,sample_160,4
2.56279004094928e-06,0.999994252863705,1.58982109536441e-06,1.59452515820157e-06,sample_161,2
0.00115074323946399,0.998840618372964,3.43754085795302e-06,5.200846713623e-06,sample_162,2
3.0837448147449e-05,8.00363694399718e-06,8.0036079634441e-06,0.999953155306945,sample_163,4
4.97107949947979e-06,3.69173649035536e-06,3.69172126574605e-06,0.999987645462744,sample_164,4
1.99368147522773e-05,0.999942441671443,2.18759265355188e-06,3.54339211506525e-05,sample_165,2
2.51033107922039e-06,0.999991785002263,2.29319170022308e-06,3.41147495770799e-06,sample_166,2
1.09717509769241e-06,1.09787317353192e-06,0.999996707776631,1.09717509769241e-06,sample_167,3
7.94289848445322e-06,0.99997617383467,7.94163134535143e-06,7.94163550011757e-06,sample_168,2
0.999994384923363,1.87203895528687e-06,1.87084095797913e-06,1.87219672408346e-06,sample_169,1
8.8493234041276e-06,0.999987579442224,1.77819902953566e-06,1.79303534187652e-06,sample_170,2
3.61019352173652e-06,2.64376754192175e-06,2.49401398265356e-06,0.999991252024954,sample_171,4
5.34154984902252e-06,2.69727587709339e-06,2.22562068986633e-06,0.999989735553584,sample_172,4
3.39771713302667e-06,0.999989860722256,3.37074782706274e-06,3.37081278427426e-06,sample_173,2
3.08412659097734e-06,0.999988446756598,2.77133567194859e-06,5.69778113894794e-06,sample_174,2
7.5153845030629e-06,0.999989571453732,1.43582792247098e-06,1.47733384293619e-06,sample_175,2
2.80229903864218e-06,2.71560300136238e-06,2.71510640043065e-06,0.999991766991559,sample_176,4
4.88714418832202e-05,3.68004875798323e-06,1.77164366787359e-06,0.999945676865691,sample_177,4
2.35663737875014e-06,0.999993005770929,2.31866639342748e-06,2.31892529924076e-06,sample_178,2
7.73302972422383e-06,0.999976158419363,7.71939101566362e-06,8.38915989756239e-06,sample_179,2
0.99996269226867,1.84544588578615e-05,9.42645750805654e-06,9.42681496381569e-06,sample_180,1
0.0132319346360453,0.000151274607178615,6.18849371953533e-06,0.986610602263056,sample_181,4
1.83799971718023e-05,2.38914514807676e-06,2.38838176808107e-06,0.999976842475912,sample_182,4
4.74272970729232e-05,0.999943768750935,4.39977092457162e-06,4.40418106803631e-06,sample_183,2
0.00252604959410282,0.997140708111358,4.49222379664843e-06,0.000328750070742809,sample_184,2
4.50152247132628e-05,8.49146470566315e-06,2.16695023269095e-06,0.999944326360348,sample_185,4
0.999815318202004,4.32828235201075e-06,3.18552327161897e-06,0.000177167992372016,sample_186,1
0.152434180057477,0.00164931467887251,1.69927140124986e-05,0.845899512549638,sample_187,4
7.69599379203207e-06,7.67747651752165e-06,7.6774762773361e-06,0.999976949053413,sample_188,4
4.90358438736526e-06,0.999985289635615,4.90299218814291e-06,4.90378780914604e-06,sample_189,2
4.58910818418917e-06,2.92915567533278e-06,2.50583540344378e-06,0.999989975900737,sample_190,4
3.51610434576471e-06,0.999989466151815,3.50884741662946e-06,3.50889642258452e-06,sample_191,2
0.999993478167412,2.17888938942173e-06,2.1713144424703e-06,2.17162875589078e-06,sample_192,1
1.05341819127606e-06,1.05351500313358e-06,0.999996839648614,1.05341819127606e-06,sample_193,3
0.999994173240687,1.94842378000474e-06,1.93878888526993e-06,1.93954664813346e-06,sample_194,1
2.9966266695973e-06,0.99999108131409,2.9609772655869e-06,2.9610819748304e-06,sample_195,2
0.0163092721474642,0.983583519059331,7.08354591281519e-06,0.000100125247291392,sample_196,2
5.34636184381824e-06,5.67460799968644e-06,0.999983632668313,5.34636184381782e-06,sample_197,3
5.8928030449466e-06,0.999982367810257,5.86968619068878e-06,5.86970050776844e-06,sample_198,2
1.27266775671117e-05,0.999683112576098,6.4552032851041e-06,0.000297705543049893,sample_199,2
4.27437870250389e-05,3.21637424965348e-06,1.72666248340317e-06,0.999952313176242,sample_200,4
2.52693457816955e-06,2.52697523181244e-06,0.999992419155612,2.52693457816955e-06,sample_201,3
0.945570766961373,2.14577512914956e-05,1.90454234876952e-05,0.0543887298638477,sample_202,1
2.85391314950066e-06,1.75787716802146e-06,1.73850790160709e-06,0.999993649701781,sample_203,4
5.41108769600073e-06,5.39985480958495e-06,5.39985277611178e-06,0.999983789204718,sample_204,4
0.000968411387069184,0.999023412704492,3.76871777266334e-06,4.4071906660888e-06,sample_205,2
2.58078880214432e-06,2.58082010604726e-06,0.99999225760229,2.58078880214432e-06,sample_206,3
3.20804960426901e-06,3.26517781151184e-06,0.99999031872298,3.20804960426875e-06,sample_207,3
0.000110805785576902,0.999866369657011,1.14117363784527e-05,1.14128210334981e-05,sample_208,2
2.0677404685772e-05,2.65299547071285e-06,2.65242189134087e-06,0.999974017177952,sample_209,4
0.999949378525244,3.64500184502452e-05,7.0843783455324e-06,7.08707796032496e-06,sample_210,1
3.07496235913887e-06,3.074988834638e-06,0.999990775086447,3.07496235913887e-06,sample_211,3
0.000262951781373006,0.999724489430139,6.2730101466356e-06,6.28577834116107e-06,sample_212,2
0.0584517216135308,0.000269012785000047,1.05614353532804e-05,0.941268704166116,sample_213,4
0.999995011501006,1.66237425122543e-06,1.65812466108476e-06,1.66800008194764e-06,sample_214,1
2.55026022151701e-06,2.55030325954772e-06,0.999992349176298,2.55026022151701e-06,sample_215,3
4.33967245167035e-05,0.999952969383555,1.54663688873732e-06,2.0872550396392e-06,sample_216,2
5.76657624811218e-05,0.999650637290202,3.66754751823778e-06,0.000288029399798512,sample_217,2
1.87320123773557e-05,2.24196377137429e-06,1.63642619609589e-06,0.999977389597655,sample_218,4
1.08676267827692e-05,3.36147346181932e-06,2.07121053963035e-06,0.999983699689216,sample_219,4
0.99980083940149,4.81199466866445e-06,3.13703807154888e-06,0.000191211565769584,sample_220,1
0.000989262645987927,0.997749918713732,5.24527610614213e-06,0.00125557336417422,sample_221,2
2.44216374288438e-05,0.999957022633628,9.27771854874468e-06,9.27801039427049e-06,sample_222,2
4.16912881188643e-06,4.15002080496871e-06,4.15001006170454e-06,0.999987530840322,sample_223,4
0.00026781956846341,0.000251415283970288,4.32330409617557e-06,0.99947644184347,sample_224,4
0.999987558448045,2.71002399778703e-06,1.82187849922381e-06,7.90964945823821e-06,sample_225,1
0.999949951518095,3.71108992409462e-05,6.46690248983107e-06,6.47068017382709e-06,sample_226,1
8.28071159702398e-07,8.28550581299103e-07,0.999997515307099,8.28071159702398e-07,sample_227,3
5.7939547755348e-06,5.76736247634776e-06,5.76736178723087e-06,0.999982671320961,sample_228,4
1.23415100809307e-05,0.999930932668702,2.73844790947575e-06,5.39873733078924e-05,sample_229,2
1.68250524167945e-06,0.999995811125111,1.22423619656852e-06,1.28213345034872e-06,sample_230,2
1.77673581925192e-05,0.999914795404455,2.68098743768532e-06,6.47562499147418e-05,sample_231,2
0.999985456301795,4.84792488816496e-06,4.84788593119074e-06,4.84788738509518e-06,sample_232,1
0.00058318714174296,4.53717483855994e-05,2.90685276778162e-06,0.999368534257104,sample_233,4
0.999986977838465,4.36320171420325e-06,4.32946219880549e-06,4.32949762233622e-06,sample_234,1
0.999982853950267,5.71561405053398e-06,5.71521715698756e-06,5.71521852571604e-06,sample_235,1
0.999947611229383,4.41544655586887e-05,4.10287576330975e-06,4.13142929459965e-06,sample_236,1
0.99996106616735,2.66092792029103e-05,6.16085827138794e-06,6.16369517538192e-06,sample_237,1
0.997888057658729,3.50715750995288e-05,4.89321268139062e-06,0.00207197755349013,sample_238,1
0.999990265017163,3.49415201228142e-06,3.12007339562684e-06,3.12075742864187e-06,sample_239,1
2.49104321119697e-06,1.7706778446518e-06,1.77026858431259e-06,0.99999396801036,sample_240,4
0.999372827877513,9.54283511259254e-06,3.81174794657058e-06,0.000613817539427666,sample_241,1
2.0937229690925e-05,2.09365551246473e-05,2.093655479223e-05,0.999937189660392,sample_242,4
0.99999233422281,2.55291343642895e-06,2.55277106832765e-06,2.56009268583475e-06,sample_243,1
2.70553679062779e-06,2.61987530511597e-06,2.61982154421066e-06,0.99999205476636,sample_244,4
0.999989447726364,3.564621564256e-06,3.49376373714081e-06,3.49388833413814e-06,sample_245,1
1.22421442432546e-06,1.22431357361015e-06,0.999996327257578,1.22421442432546e-06,sample_246,3
0.999966636922503,7.78999199708283e-06,7.78945465976277e-06,1.7783630840013e-05,sample_247,1
0.999798374089353,4.61796991096218e-06,3.1887626008996e-06,0.000193819178135036,sample_248,1
0.999968422482592,1.1226412609906e-05,1.01755311540767e-05,1.01755736442512e-05,sample_249,1
1.24976259486931e-06,1.25683975900914e-06,0.999996243635051,1.2497625948693e-06,sample_250,3
0.99995039852724,2.87105646701014e-05,1.04451814698943e-05,1.04457266202386e-05,sample_251,1
2.54007878471482e-06,0.999992385024596,2.53318034452163e-06,2.54171627441578e-06,sample_252,2
5.12843693806941e-06,3.21026418657232e-06,3.21023127453722e-06,0.999988451067601,sample_253,4
6.54194777283474e-06,0.99998087610246,6.29095697383467e-06,6.29099279300784e-06,sample_254,2
0.9999790591763,6.98084984295941e-06,6.97998642319369e-06,6.9799874343706e-06,sample_255,1
0.999988704803146,2.43186078194702e-06,2.40933166274257e-06,6.45400440875136e-06,sample_256,1
8.15925880972507e-07,8.1636413001403e-07,0.999997551784108,8.15925880972507e-07,sample_257,3
0.000106781417009929,2.00526582297293e-06,1.97109580247891e-06,0.999889242221365,sample_258,4
8.30863627747972e-07,8.31511409267724e-07,0.999997506761335,8.30863627747972e-07,sample_259,3
0.999293642632019,0.00025010244010141,4.01345725796554e-06,0.000452241470621815,sample_260,1
2.09436521535575e-06,0.999994691964451,1.383154895271e-06,1.83051543807983e-06,sample_261,2
0.997759001168619,2.07904117634834e-05,5.0657242740491e-06,0.00221514269534325,sample_262,1
0.0151786706357716,1.11188447957146e-05,6.6527605450947e-06,0.984803557758888,sample_263,4
0.999970712399033,9.7642966085173e-06,9.76165182366191e-06,9.76165253496388e-06,sample_264,1
0.999505811658894,8.57959300224232e-05,3.56493852507776e-06,0.000404827472558121,sample_265,1
2.01072689573038e-06,0.999994234068137,1.59561239203484e-06,2.15959257490318e-06,sample_266,2
0.999943662827536,7.18531417185341e-06,7.18295049306362e-06,4.19689077987202e-05,sample_267,1
1.00349102214611e-05,0.999969623848306,1.00299160464086e-05,1.03113254265211e-05,sample_268,2
1.27059812319284e-06,1.27781347266188e-06,0.999996180990281,1.27059812319284e-06,sample_269,3
0.999822693952622,0.000123732801792944,2.67864647778349e-05,2.67867808071444e-05,sample_270,1
0.999990949615813,3.0167823919678e-06,3.01675739791446e-06,3.01684439736742e-06,sample_271,1
0.00324497530753821,0.996272187587445,5.00430055414006e-06,0.000477832804462093,sample_272,2
6.12717655583486e-05,2.39179957004625e-06,1.62650709413591e-06,0.999934709927777,sample_273,4
0.992386599742028,1.17836766192385e-05,1.10730921711015e-05,0.00759054348918195,sample_274,1
0.00341154045756641,6.54929069060567e-06,3.81395156262487e-06,0.99657809630018,sample_275,4
2.78032923308662e-06,0.999991746099621,2.73671398335612e-06,2.73685716273656e-06,sample_276,2
4.65468237169312e-05,4.78744636536963e-06,1.88354206876624e-06,0.999946782187849,sample_277,4
4.892230405562e-05,0.999171829957795,5.62064847318596e-06,0.000773627089676629,sample_278,2
2.3719577443504e-06,0.999993463685692,1.56724236101264e-06,2.59711420308028e-06,sample_279,2
3.82529475471994e-06,3.68878399783186e-06,3.67670336850145e-06,0.999988809217879,sample_280,4
1.50634666849528e-05,2.26817387960221e-06,1.67573765208365e-06,0.999980992621783,sample_281,4
2.8515039059257e-06,2.85153508626616e-06,0.999991445457102,2.8515039059257e-06,sample_282,3
0.999919478629483,4.60345106083848e-06,4.57729982634857e-06,7.13406196301959e-05,sample_283,1
0.124063266619919,3.47457715679019e-05,3.44898497046526e-05,0.875867497758808,sample_284,4
2.82923327060984e-06,2.84717710765946e-06,0.999991494356351,2.82923327060984e-06,sample_285,3
0.999975811634337,8.08683578417298e-06,8.05076196786381e-06,8.05076791082473e-06,sample_286,1
0.999995055894165,1.65257245430405e-06,1.64346408548993e-06,1.64806929567569e-06,sample_287,1
0.999803315596932,0.00012050561901446,2.96871966495163e-06,7.32100643881485e-05,sample_288,1
1.16832941152353e-05,0.999983466338947,1.37261206937736e-06,3.47775486830251e-06,sample_289,2
2.94153259817991e-06,0.999994476574833,1.19291155061004e-06,1.38898101802839e-06,sample_290,2
0.999361015628617,0.000591658303945463,3.7846887064396e-06,4.35413787311102e-05,sample_291,1
0.024657293629653,0.000100066159662154,7.39806083467844e-06,0.97523524214985,sample_292,4
3.41508234523246e-06,2.92439350347983e-06,2.85034996090111e-06,0.99999081017419,sample_293,4
0.00026561165640709,0.999494988901091,3.21076517106212e-06,0.000236188677330593,sample_294,2
